1.2272146e+00 -3.3075052e-01 1.6950686e+00 -2.0862674e+00 9.9062414e-01 5.4961182e-01 1.0433890e+00 1.4394474e+00 -6.1228953e-01 1.1074605e+00 -8.4737621e-01 -1.0124016e+00 3.1909067e+01 4.5688298e+01 3.3222613e+01 7.2464102e+01 5.4157504e+01 1.7526425e+00 1.1624463e+00 1.9855940e+00 1.3783613e+00 1.6179785e+00 1.3647203e+00 1.8548806e+00 4.7748005e-01 7.5724227e-01 2.4708327e+00 5.3576044e-01 1.5256712e+00 2.4554851e+00 1.3379254e+00 1.5124803e+00 -3.6174131e-02
-2.4890161e-01 1.3119767e+00 1.1239811e+00 -1.2177694e+00 -1.1451395e+00 -9.6290005e-01 -1.1173823e+00 -9.7491235e-01 -3.7536616e-01 1.1098731e+00 2.0016970e+00 7.7663315e-01 -1.4139010e+01 -3.4345494e+01 -4.4712664e+01 1.4261073e+01 -1.4141637e+01 2.4475659e+00 9.8975295e-01 2.0277626e+00 1.3560123e+00 1.7494705e+00 1.8513242e+00 1.4564278e+00 1.9314004e+00 1.7962015e+00 2.0078555e+00 2.0276347e+00 1.4568287e+00 1.9205441e+00 1.5850069e+00 7.1100053e-01 -2.5446698e-03
3.3692345e-01 -1.6190464e+00 -1.9794420e+00 9.8533949e-01 1.2658833e+00 -7.3560266e-01 2.0347291e+00 -1.1540182e-01 1.9459106e+00 9.4003687e-01 -1.4405045e+00 1.6959858e+00 -2.5709862e+01 4.4350435e+01 4.7765938e+01 2.1159463e+00 1.2708664e+01 1.2928387e+00 1.9892682e+00 2.3798293e+00 1.0418833e+00 6.8250115e-01 1.7967679e+00 2.7834023e-01 1.8142438e+00 1.4960794e+00 2.3566490e+00 7.0054740e-01 1.3501992e+00 7.9732091e-01 1.0726057e+00 1.7839711e+00 -6.4772392e-03
-3.6150648e-01 -1.5700565e+00 1.4394407e+00 -7.2496066e-01 1.8240133e+00 2.1013573e+00 -1.8425032e+00 -1.8434073e+00 1.8108505e+00 -2.3553389e+00 -2.1140532e+00 5.2086129e-01 -4.7843398e+01 4.6002746e+01 6.8153767e+01 6.0354229e+01 7.3528918e+01 6.3280646e-01 1.3281766e+00 1.9144013e+00 1.8418348e+00 1.7175034e+00 2.3289303e+00 5.8145425e-01 2.2515535e+00 6.0972658e-01 4.2462465e-01 1.1664946e+00 2.7473779e-01 2.0179936e+00 1.4180908e+00 1.1026570e+00 2.8190441e-02
-1.6097510e+00 -1.2594003e+00 1.3105433e+00 5.9587774e-01 1.0906024e+00 -1.4390887e+00 1.9285256e+00 9.1851546e-01 -2.9690190e-01 3.8972762e-01 -6.8637100e-02 9.5155814e-01 -3.2164266e+01 1.5188208e+01 -3.1793875e+01 -5.9652725e+01 1.6658841e+01 4.0218069e-01 1.9508027e+00 1.6412663e+00 1.2633019e+00 5.6437609e-01 9.6891502e-01 5.5481523e-01 2.2796506e+00 3.3735540e-01 1.4321317e+00 8.3700762e-01 2.0870626e+00 1.2606974e+00 1.7914185e+00 3.7022131e-01 3.6669479e-02
-2.2315196e+00 7.5319993e-01 1.5545027e+00 1.0427708e+00 4.7458186e-01 -1.7772969e+00 8.0537322e-01 1.9265061e+00 -3.6545544e-02 -1.6103883e+00 2.1669643e+00 -1.8857824e+00 3.7679789e+01 -1.5791950e+01 -6.5310661e+01 2.3728378e+01 -4.7152127e+01 8.3810822e-01 3.3483698e-01 1.8550762e+00 1.5158289e+00 1.2860374e+00 2.4309208e+00 2.4864773e+00 2.4732522e+00 6.9935046e-01 1.4832468e+00 4.2879765e-01 1.5520997e+00 1.1389867e+00 1.4491703e+00 1.4548410e+00 -1.8864625e-02
1.8602699e+00 -1.1450443e+00 6.3688259e-01 2.2502618e+00 -1.4835636e+00 -1.0031862e+00 3.7689506e-01 1.0244670e+00 -8.5235709e-01 9.6903346e-02 -1.8320542e+00 -5.8592525e-01 3.9703365e+01 -5.5545958e+01 3.9077139e+01 6.9482616e+01 4.4319006e+01 9.1790652e-01 5.0484505e-01 1.6808266e+00 2.4029641e+00 6.1680828e-01 2.4467081e+00 2.3227297e+00 2.1172684e+00 4.3045030e-01 2.3282657e+00 6.6157395e-01 1.0733999e+00 1.6322313e+00 2.4111921e+00 1.6548203e+00 -2.8767667e-03
9.2249577e-01 6.2672990e-01 1.2601231e+00 1.4136885e+00 -2.7396283e-03 1.0789575e+00 7.6642897e-01 -2.2998128e+00 -1.9388103e+00 5.8490637e-01 4.7788458e-01 1.8953450e+00 -2.1853387e+01 6.0116779e+01 -1.7294860e+01 2.5282910e+01 -2.0136315e+01 9.0939478e-01 1.4480149e+00 2.2862395e+00 8.2729508e-01 8.4847770e-01 1.3647012e+00 1.5331757e+00 3.3381398e-01 4.1157211e-01 2.2924975e+00 2.5527480e-01 1.1535774e+00 1.4247744e+00 9.3402237e-01 1.3638943e+00 -2.4614328e-02
2.0105640e-01 3.7207344e-01 9.8087807e-02 -7.7437190e-01 7.4977231e-01 4.9506302e-01 -1.5548430e+00 -2.0497975e+00 1.3297463e+00 -1.8142757e+00 1.3380172e+00 5.3504136e-01 3.8258673e+01 -3.6488746e+01 -6.6360991e+01 7.0822668e+01 6.6582705e+01 2.2077401e+00 2.2373279e+00 2.2701994e+00 1.2413301e+00 2.8415305e-01 5.1035345e-01 2.0105099e+00 1.6406983e+00 7.1631510e-01 8.5793188e-01 5.1114207e-01 1.7647011e+00 1.3310524e+00 7.4761206e-01 3.6584820e-01 -6.6950969e-02
-6.5823341e-01 1.7603879e+00 -2.2515792e+00 -1.8083634e+00 1.7446828e+00 -2.3126743e+00 -1.3324234e+00 -7.6751547e-01 -1.8238585e+00 5.0132750e-01 5.9850108e-02 2.1619050e+00 -6.6669687e+01 -1.7435607e+01 5.9759279e+01 -2.5794591e+01 -2.9696192e+01 5.6651856e-01 9.7744323e-01 2.1383056e+00 7.5216411e-01 3.7226263e-01 8.6796321e-01 3.5766521e-01 7.7911344e-01 1.0595739e+00 1.0083218e+00 1.3641117e+00 6.2602529e-01 2.1070128e+00 1.3135757e+00 1.7672998e+00 -1.5886640e-03
